username,rating,comment
leesing520,5,有点伤心😣😣😣盒子烂了 不过里面的零食是不错的。快递员太暴力啦你包得那么结实还是裂了 哈哈 不过我还是很喜欢的 还会在购买哒❤
gianna047,5,"朋友很感动，我也很开心。
卖家的服务真不错。"
y*****3,4,包装不完美，盒子烂了破了，送人有点。。。
kafui2001,5,"店主人很好 也帮了很大的忙 
满满一大箱，还送了小礼物 
运输速度也很快
很适合送礼物哟 零食品质也好
下次还想再买 😄
Highly recommended for you ~~~~"
pigkuan,5,"Good product quality, fast delivery, thank you so much ❤️❤️❤️❤️"
s*****l,5,服务好，发货又快，零食又有很多种选择性，可以嘗时不同的口感，价钱又合理，最重要收货人开开心心的吃个夠。
n*****9,5,
c*****g,5,"Super responsive 
Super efficient 
Super fast delivery 
Thumbs up seller ! 👍"
xiiaoyan1,5,"Fast delivery 🚚
Good service 👌
Thank you so much 😊"
huskypudding,5,
j*****g,5,服务很好 出货快 效率也快👍🏻 东西都包装得很好 适合买来送惊喜 女朋友收到了也很喜欢 以后有机会会回购的👌🏻
o*****g,5,"Fast delivery, cute tiny tibbits box received in good condition ❤️"
ziyin1118,5,The buyer is very friendly and helpful. The parcel is well-packed. Will buy again in the future
h*****3,5,商家很有诚信，说包美美给我就真的是完好无损的寄过来❤️❤️，不过零食有点少感觉1天就能吃完了 哈哈哈哈哈
s*****h,5,nice👍👍👍👍👍
keotham,5,
630wjmbhff,5,"不错！只是少了一点。一个小时不到干完了！😄
还是很值得的。
建议卖家卖些量比较多的，少的吃的不够过瘾😄
再下单两盒"
w*****e,5,Very fast delivery in good conditions! Received in 2 days after order was placed! My friend satisfied with it 😊
csnn123,3,好小哦，里面的零食都很迷你
123456qin,5,
cherxin,5,货好快收到👍，真的好喜欢又很可爱😍，好评好评
yypt522,5,
xinhui0926,5,
joeykee0309,5,👍🏻棒
3r773qo_xk,5,
jczhinee,5,
w*****2,5,零食都是一小包的东西，盒子严重损坏，旁边也破了，零食有些也碎了，不过物流很快，还不错
lllq099,5,
junhongggt,4,Value for Money:是有点小贵但是用voucher买还可以接受
genshuo,5,
zuostan,5,
v*****h,5,"Value for Money:价钱实惠
Design & Wrapping:nice"
sziwee,5,
siaochinong,5,
c0ussx6fy0,5,
niponyen,5,
3*****0,5,不错不错 五星好评😍😍😍
q*****r,5,都是小零食 盒子很可爱
b*****3,2,太小包了，不夠吃
m*****h,5,
j*****6,1,过期货
helensean814,5,
jovy2006,5,
choonyeeling,5,good...👍👍👍fast delivery...👍👍thanks seller..👏👏👏
lienchoo,5,很快收到♥好评♥
lienchoo,5,谢谢～♥
limfongping,5,
choonyeeling,5,good...👍👍😊😊fast delivery....thanks seller
lienchoo,5,♥
lienchoo,5,太可爱了
